date,close,daily_return,volume,stock_id,iron_powder_price,rebar_price,coke_price,gdp_growth,cpi,interest,fdi,import,export,exchange_rate,de,roe,roa,quick_ratio,pe,pb,log_volume,log_rebar_price,log_iron_powder_price,log_pe,log_close,z_close,price_to_rebar,price_to_iron,price_to_coke,price_x_interest,volume_momentum,pe_to_roe
2021-11-02,31.82,-0.003445036016285652,25669500,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.06081415258123,16.76871204059711,14.73094270335852,4.463980518518532,3.491038085661945,2.501047011571719,1.660126148327015,12.73893788136582,3.101028222555795,0.01175492095438708,-5.87751192227983,13.90017069078994
2021-11-02,35.08,-0.004257734885041109,11151200,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,16.22705785275069,16.76871204059711,14.73094270335852,4.435346225327892,3.585738695194423,3.286505388066147,1.830208211292008,14.04405848140519,3.41873255962468,0.01544657532391089,-6.90905103012369,7.825920271159072
2021-11-02,33.21,-0.005688622754491002,10912800,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,16.20544715343205,16.76871204059711,14.73094270335852,4.433981912062204,3.532517998989513,3.428333994115007,1.732645800940923,13.2954156832231,3.236491114741608,0.01611316977234053,-9.218667542371499,7.814629087832622
2021-11-02,17.05,-0.005830903790087327,751700,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,13.53009524779791,16.76871204059711,14.73094270335852,4.508674021223348,2.89314568477889,1.562151595003763,0.8895396237893025,6.825860806954346,1.661613173933888,0.007342112496517684,-7.889268366062739,107.9347134956562
2021-11-02,18.24,0.0,1765832,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.38413365799298,16.76871204059711,14.73094270335852,4.489759571385827,2.956991445237561,3.205190728601924,0.9516247940127199,7.302269860342947,1.777585002495842,0.01506439642442904,0.0,78.47814641845301
2021-11-03,31.88,0.001885606536769391,29867100,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.21226816506368,16.76871204059711,14.73094270335852,4.463980518518532,3.492864570187979,2.515171738596886,1.663256493044162,12.76295850590642,3.106875541642953,0.01182130717140537,3.245556536467176,13.90017069078994
2021-11-03,34.43,-0.018529076396807228,15160400,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,16.53419745497732,16.76871204059711,14.73094270335852,4.435346225327892,3.56755891887738,3.155847425697214,1.796296143522914,13.783835048882,3.355386602847141,0.01483248290077691,-30.63634078031705,7.825920271159072
2021-11-03,31.64,-0.04727491719361643,18305400,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,16.72270676550811,16.76871204059711,14.73094270335852,4.433981912062204,3.485538530095906,3.102936089649861,1.650735114175574,12.66687600774402,3.083486265294324,0.01458379962135435,-79.05645775925254,7.814629087832622
2021-11-03,16.85,-0.01173020527859236,614700,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,13.32889287650946,16.76871204059711,14.73094270335852,4.508674021223348,2.882003508225648,1.523935685883736,0.8791051413988121,6.745792058485673,1.64212211031003,0.007162497723653561,-15.63506495778234,107.9347134956562
2021-11-03,17.86,-0.02083333333333326,1890574,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.45239210251011,16.76871204059711,14.73094270335852,4.489759571385827,2.937043277205311,3.084026976673863,0.9317992774707883,7.15013923825247,1.740551981610513,0.01449492679036716,-30.10915021356262,78.47814641845301
2021-11-04,32.28,0.012547051442910911,14849100,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,16.51344995000404,16.76871204059711,14.73094270335852,4.463980518518532,3.504956615953008,2.609336585431335,1.684125457825143,12.92309600284377,3.145857668890669,0.01226388195152727,20.71951060226353,13.90017069078994
2021-11-04,35.08,0.01887888469358123,7431300,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.82121163687362,16.76871204059711,14.73094270335852,4.435346225327892,3.585738695194423,3.286505388066147,1.830208211292008,14.04405848140519,3.41873255962468,0.01544657532391089,29.86868302052826,7.825920271159072
2021-11-04,32.08,0.01390644753476611,12190200,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,16.31614307227996,16.76871204059711,14.73094270335852,4.433981912062204,3.498928870155491,3.194130406824806,1.673690975434652,12.8430272543751,3.126366605266811,0.01501241291207659,22.68995876043988,7.814629087832622
2021-11-04,17.0,0.008902077151335286,332900,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,12.71560343135522,16.76871204059711,14.73094270335852,4.508674021223348,2.890371757896165,1.552597617723756,0.8869310031916798,6.805843619837177,1.656740408027924,0.007297208803301652,11.31952827717079,107.9347134956562
2021-11-04,18.33,0.02631578947368407,1597753,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.28411007690835,16.76871204059711,14.73094270335852,4.489759571385827,2.96165829322024,3.233887406690149,0.9563203110884406,7.33830079715385,1.786355981126579,0.0151992708114437,37.58976336028493,78.47814641845301
2021-11-05,32.45,0.005266418835192077,19377600,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,16.77962842096087,16.76871204059711,14.73094270335852,4.463980518518532,3.510051786574238,2.649356645335975,1.69299476785706,12.99115443904214,3.162425072970948,0.01245197623307909,8.836855116367262,13.90017069078994
2021-11-05,35.58,0.01425313568985187,8028000,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.89844623802639,16.76871204059711,14.73094270335852,4.435346225327892,3.59950164296272,3.387011512965326,1.856294417268233,14.24423035257687,3.467460218684324,0.01591895411093703,22.66027114884051,7.825920271159072
2021-11-05,32.27,0.0059226932668330345,8049000,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,15.90105866655391,16.76871204059711,14.73094270335852,4.433981912062204,3.504656090030386,3.233509771059442,1.683603733705618,12.91909256542034,3.144883115709476,0.01519749592397938,9.417709309991592,7.814629087832622
2021-11-05,17.15,0.008823529411764675,333100,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,12.71620402836669,16.76871204059711,14.73094270335852,4.508674021223348,2.89867056071086,1.581259549563775,0.8947568649845475,6.865895181188681,1.671358705745817,0.007431919882949744,11.22018002502939,107.9347134956562
2021-11-05,19.09,0.04146208401527551,3492288,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,15.06606823945791,16.76871204059711,14.73094270335852,4.489759571385827,3.000222178826843,3.476214910546273,0.995971344172304,7.642562041334807,1.860422022897239,0.01633821007956748,62.4670587124278,78.47814641845301
2021-11-08,32.56,0.003389830508474523,21255400,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,16.87212163279307,16.76871204059711,14.73094270335852,4.463980518518532,3.513334881599005,2.675251978215448,1.698733733171829,13.03519225069991,3.17314515796407,0.01257368429761261,5.719363265353493,13.90017069078994
2021-11-08,35.27,-0.008712759977515305,7477600,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.82742271031597,16.76871204059711,14.73094270335852,4.435346225327892,3.590990953294811,3.324697715527836,1.840120969562974,14.12012379245043,3.437249070067345,0.01562607926298083,-13.79005351376578,7.825920271159072
2021-11-08,32.08,-0.005887821506042945,6413600,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,15.67393160554818,16.76871204059711,14.73094270335852,4.433981912062204,3.498928870155491,3.194130406824806,1.673690975434652,12.8430272543751,3.126366605266811,0.01501241291207659,-9.228531159139278,7.814629087832622
2021-11-08,17.05,-0.005830903790087327,398500,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,12.89546779602039,16.76871204059711,14.73094270335852,4.508674021223348,2.89314568477889,1.562151595003763,0.8895396237893025,6.825860806954346,1.661613173933888,0.007342112496517684,-7.519223204676436,107.9347134956562
2021-11-08,19.47,0.0199057097957045,2478970,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.72335451607657,16.76871204059711,14.73094270335852,4.489759571385827,3.018960399673198,3.597378662474334,1.015796860714236,7.794692663425284,1.897455043782569,0.01690767971362937,29.30788222162955,78.47814641845301
2021-11-09,32.39,-0.0052211302211302435,24717300,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.02301404220248,16.76871204059711,14.73094270335852,4.463980518518532,3.508256453955563,2.635231918310808,1.689864423139912,12.96713381450154,3.156577753883791,0.0123855900160608,-8.887937307046785,13.90017069078994
2021-11-09,34.97,-0.0085058123050753,6462000,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.68144973486823,16.76871204059711,14.73094270335852,4.435346225327892,3.582685257707532,3.264394040588328,1.824469245977238,14.00002066974742,3.408012474631558,0.01534265199076514,-13.3383468116262,7.825920271159072
2021-11-09,31.77,-0.009663341645885226,6757800,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,15.7262082472181,16.76871204059711,14.73094270335852,4.433981912062204,3.489513462710723,3.129879865178822,1.657517527729392,12.71892069424865,3.096155456649831,0.01471043536634046,-15.19677230872064,7.814629087832622
2021-11-09,16.9,-0.008797653958944385,404800,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,12.91115333765465,16.76871204059711,14.73094270335852,4.508674021223348,2.884800712846709,1.533489663163742,0.8817137619964346,6.76580924560284,1.646994876215994,0.007207401416869589,-11.35878592755554,107.9347134956562
2021-11-09,19.38,-0.004622496147919875,1485803,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.21146727088465,16.76871204059711,14.73094270335852,4.489759571385827,3.014554027794579,3.568681984386109,1.011101343638515,7.758661726614382,1.888684065151833,0.01677280532661471,-6.569245271595367,78.47814641845301
2021-11-10,31.7,-0.021302871256560718,43376600,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.58543072926684,16.76871204059711,14.73094270335852,4.463980518518532,3.487375077903208,2.472797557521385,1.653865458892721,12.69089663228462,3.089333584381481,0.01162214852035051,-37.46201668167382,13.90017069078994
2021-11-10,34.08,-0.025450386045181572,13011400,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,16.38133660794168,16.76871204059711,14.73094270335852,4.435346225327892,3.557631167503982,3.085493138267788,1.778035799339556,13.64371473906182,3.32127724150539,0.01450181774985861,-41.69113406081809,7.825920271159072
2021-11-10,30.7,-0.033679571923198044,13520200,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,16.41969556929588,16.76871204059711,14.73094270335852,4.433981912062204,3.456316680883235,2.908111866594296,1.601693046940269,12.29055288994125,2.991878266262191,0.01366812577299319,-55.30083178831168,7.814629087832622
2021-11-10,16.8,-0.005917159763313529,445900,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,13.00785447591612,16.76871204059711,14.73094270335852,4.508674021223348,2.87919845729804,1.514381708603729,0.8764965208011896,6.725774871368505,1.637249344404066,0.007117594030437529,-7.696955311192863,107.9347134956562
2021-11-10,18.62,-0.03921568627450966,2899884,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.8801819838392,16.76871204059711,14.73094270335852,4.489759571385827,2.976549454137217,3.326354480529986,0.9714503105546517,7.454400482433426,1.814618023381173,0.01563386605849094,-58.3536548385849,78.47814641845301
2021-11-11,30.96,-0.02334384858044158,54292800,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.80990221626466,16.76871204059711,14.73094270335852,4.463980518518532,3.464485120898074,2.298592590877657,1.615257874047906,12.39464226295053,3.017216648973207,0.01080338517712499,-41.57516605689532,13.90017069078994
2021-11-11,33.32,-0.02230046948356801,14606600,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,16.49698417625149,16.76871204059711,14.73094270335852,4.435346225327892,3.535728274619761,2.932723828421036,1.738384766255693,13.33945349488087,3.24721119973473,0.01378380199357887,-36.78904921934008,7.825920271159072
2021-11-11,29.67,-0.0335504885993485,12136300,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,16.31171168434163,16.76871204059711,14.73094270335852,4.433981912062204,3.42328497812616,2.69463426048022,1.547955462629244,11.87819883532759,2.891499288599323,0.01266478102425704,-54.72658969013636,7.814629087832622
2021-11-11,16.6,-0.01190476190476186,478500,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,13.07841566959473,16.76871204059711,14.73094270335852,4.508674021223348,2.867898902044106,1.476165799483703,0.8660620384106992,6.645706122899832,1.617758280780208,0.006937979257573406,-15.56954246380319,107.9347134956562
2021-11-11,18.14,-0.02577873254564989,3339169,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,15.02123313055246,16.76871204059711,14.73094270335852,4.489759571385827,2.951780386024808,3.173305530726119,0.9464075528174749,7.262235486108612,1.767839470683914,0.01491453599441276,-38.7228351378367,78.47814641845301
2021-11-12,31.3,0.01098191214470279,20846900,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,16.85271591003733,16.76871204059711,14.73094270335852,4.463980518518532,3.475067230228611,2.378632710686937,1.63299649411174,12.53075913534727,3.050351457133765,0.01117957374022861,18.50750455236648,13.90017069078994
2021-11-12,34.24,0.027611044417767072,6382100,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.66900806814325,16.76871204059711,14.73094270335852,4.435346225327892,3.562181801067979,3.117655098235526,1.786383385251948,13.70776973783676,3.336870092404477,0.01465297896170698,43.26376777518539,7.825920271159072
2021-11-12,31.24,0.05291540276373441,8649900,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,15.97305854936412,16.76871204059711,14.73094270335852,4.433981912062204,3.473207917638427,3.020032164945365,1.629866149394593,12.50673851080667,3.044504138046607,0.01419415117524322,84.52208265083134,7.814629087832622
2021-11-12,16.85,0.015060240963855389,321100,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,12.67951410864743,16.76871204059711,14.73094270335852,4.508674021223348,2.882003508225648,1.523935685883736,0.8791051413988121,6.745792058485673,1.64212211031003,0.007162497723653561,19.09565377808344,107.9347134956562
2021-11-12,18.71,0.0314222712238148,2011938,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.51460998868355,16.76871204059711,14.73094270335852,4.489759571385827,2.981126121164629,3.355051158618211,0.9761458276303724,7.490431419244329,1.823389002011909,0.01576874044550559,45.6082011772306,78.47814641845301
2021-11-15,30.73,-0.01821086261980831,30647000,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.23804540153303,16.76871204059711,14.73094270335852,4.463980518518532,3.457262605595104,2.244447803947849,1.603258219298842,12.30256320221156,2.99480192580577,0.01054890467855489,-31.39196766413363,13.90017069078994
2021-11-15,33.47,-0.02248831775700944,7331400,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.80767732433182,16.76871204059711,14.73094270335852,4.435346225327892,3.540089380528774,2.96287566589079,1.74621062804856,13.39950505623237,3.261829497452623,0.01392551562968671,-35.54880706698467,7.825920271159072
2021-11-15,30.3,-0.03008962868117793,6481400,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,15.68444740295113,16.76871204059711,14.73094270335852,4.433981912062204,3.443618097546107,2.825207941889801,1.580824082159288,12.13041539300391,2.952896139014475,0.01327847732688206,-47.19391984242649,7.814629087832622
2021-11-15,16.75,-0.005934718100890302,404200,POM,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,2.6824123837,0.0942125055,0.0270033085,0.5297961865,10.1795932602,0.9379261958,12.90967003198494,16.76871204059711,14.73094270335852,4.508674021223348,2.876385515921425,1.504827731323723,0.8738879002035669,6.705757684251337,1.632376578498101,0.007072690337221498,-7.661525241534209,107.9347134956562
2021-11-15,18.52,-0.01015499732763236,1544936,TVN,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4110259432,0.107933596,0.0464436324,0.4985507093,8.478276365,0.9986491572,14.25049433805894,16.76871204059711,14.73094270335852,4.489759571385827,2.971439580984947,3.29446928265418,0.9662330693594064,7.41436610819909,1.804872491569244,0.01548400562847465,-14.47137319204286,78.47814641845301
2021-11-16,29.81,-0.0299381711682396,39777000,HPG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.0710567152,0.4467085831,0.2095297605,0.6938194969,6.2107155712,2.3391624772,17.49879946404528,16.76871204059711,14.73094270335852,4.463980518518532,3.427839312608576,2.027868656228618,1.555259600302587,11.93424695925566,2.905143033136024,0.009530982684274507,-52.38820535932869,13.90017069078994
2021-11-16,33.01,-0.013743651030773909,5093000,HSG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.4575436383,0.480302293,0.1892310309,0.4383938321,3.7595900431,1.5125584115,15.44337799856252,16.76871204059711,14.73094270335852,4.435346225327892,3.526654599019104,2.870410030983545,1.722211318550432,13.21534693475442,3.21700005111775,0.01349092714562266,-21.22483979485749,7.825920271159072
2021-11-16,29.83,-0.0155115511551156,5213000,NKG,2497853.455,19167218.125,10261112.675,0.0142,0.0206,0.0047,13280,26665.73,27025.84,23100,1.9922568902,0.4662747855,0.1626681307,0.5342817476,3.6445459646,1.381668074,15.46666644740641,16.76871204059711,14.73094270335852,4.433981912062204,3.428488241898059,2.727795830362018,1.556303048541636,11.94225383410253,2.907092139498409,0.01282064040270148,-23.99119877980547,7.814629087832622
